"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 18 13:50:33 GMT 2022","Fri Mar 18 13:50:54 GMT 2022","20798","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00201","Service publish: element language retention start with Russian - check titles",""
"passed","Fri Mar 18 13:49:28 GMT 2022","Fri Mar 18 13:49:52 GMT 2022","23604","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00101","Service publish: user can not select price range with min value: 0",""
"passed","Fri Mar 18 14:01:35 GMT 2022","Fri Mar 18 14:02:19 GMT 2022","43779","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00101","Basic positive service publishing, service location: Client's place",""
"passed","Fri Mar 18 13:52:34 GMT 2022","Fri Mar 18 13:53:13 GMT 2022","39252","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range EUR currency stays the same",""
"passed","Fri Mar 18 13:38:31 GMT 2022","Fri Mar 18 13:39:03 GMT 2022","31687","","tests.regressionTests.UserProfileTests","","tests.regressionTests.UserProfileTests","t00000","Profile: user can delete default address",""
"passed","Fri Mar 18 13:54:30 GMT 2022","Fri Mar 18 13:55:00 GMT 2022","29875","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00400","Service publish: can not publish service without any payment option",""
"passed","Fri Mar 18 14:03:02 GMT 2022","Fri Mar 18 14:03:38 GMT 2022","36166","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00103","Basic positive service publishing with no account, service location: Online",""
"passed","Fri Mar 18 13:44:47 GMT 2022","Fri Mar 18 13:45:45 GMT 2022","58198","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00105","Trying to register account with the same uppercase e-mail, but different formats: lowercase, mixed case, uppercase",""
"passed","Fri Mar 18 14:15:44 GMT 2022","Fri Mar 18 14:16:05 GMT 2022","20601","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00803","Search page search: professional name",""
"passed","Fri Mar 18 13:26:35 GMT 2022","Fri Mar 18 13:27:20 GMT 2022","45032","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileQualificationChangeTest","Professional profile: qualification - change all the info and verify",""
"passed","Fri Mar 18 13:59:35 GMT 2022","Fri Mar 18 14:00:00 GMT 2022","24625","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00003","Full Positive User Registration - mixed order 1",""
"passed","Fri Mar 18 13:45:45 GMT 2022","Fri Mar 18 13:45:57 GMT 2022","11512","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00200","Country code and phone number inputs should be visible and interactable, after pup-up got canceled",""
"passed","Fri Mar 18 13:51:22 GMT 2022","Fri Mar 18 13:51:53 GMT 2022","31262","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00203","Service publish: element language retention start with Russian - check lists",""
"passed","Fri Mar 18 13:56:51 GMT 2022","Fri Mar 18 13:57:32 GMT 2022","40649","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","servicePublishing24hMaster","Service publishing >24h duration, service location: Professional's place",""
"passed","Fri Mar 18 13:39:56 GMT 2022","Fri Mar 18 13:40:54 GMT 2022","58781","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00100","Email should not be case sensitive: register lowercase e-mail and try to log in with lower/upper/mixed case",""
"passed","Fri Mar 18 14:00:23 GMT 2022","Fri Mar 18 14:00:56 GMT 2022","32934","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00005","Full Positive User Registration - mixed order 3",""
"passed","Fri Mar 18 14:18:58 GMT 2022","Fri Mar 18 14:19:40 GMT 2022","42157","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","booking24hMaster","Booking a service with >24h duration - professional's place",""
"passed","Fri Mar 18 14:10:10 GMT 2022","Fri Mar 18 14:11:06 GMT 2022","55373","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00500","Chat test",""
"passed","Fri Mar 18 14:09:36 GMT 2022","Fri Mar 18 14:10:10 GMT 2022","34351","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00403","Review answer",""
"passed","Fri Mar 18 14:18:15 GMT 2022","Fri Mar 18 14:18:58 GMT 2022","42290","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","booking24hClient","Booking a service with >24h duration - client's place",""
"passed","Fri Mar 18 13:50:54 GMT 2022","Fri Mar 18 13:51:22 GMT 2022","28238","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00202","Service publish: element language retention start with English - check lists",""
