"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Fri Jan 28 07:26:37 GMT 2022","Fri Jan 28 07:27:18 GMT 2022","40445","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00201","Basic booking client's place",""
"passed","Fri Jan 28 07:22:31 GMT 2022","Fri Jan 28 07:23:09 GMT 2022","37635","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00100","Basic positive service publishing, service location: Online",""
"passed","Fri Jan 28 07:20:41 GMT 2022","Fri Jan 28 07:21:09 GMT 2022","27963","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00002","Full Positive User Registration - mixed order 1",""
"failed","Fri Jan 28 07:33:46 GMT 2022","Fri Jan 28 07:34:07 GMT 2022","20655","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00602","Add master to favorite from master's profile",""
"passed","Fri Jan 28 07:23:09 GMT 2022","Fri Jan 28 07:23:54 GMT 2022","44934","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00101","Basic positive service publishing, service location: Client's place",""
"failed","Fri Jan 28 07:31:02 GMT 2022","Fri Jan 28 07:31:17 GMT 2022","15607","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00401","Post and check review with a lot of characters",""
"passed","Fri Jan 28 07:24:37 GMT 2022","Fri Jan 28 07:25:22 GMT 2022","44209","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00103","Basic positive service publishing with no account, service location: Online",""
"failed","Fri Jan 28 07:30:30 GMT 2022","Fri Jan 28 07:30:46 GMT 2022","15505","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00305","Master side order cancel",""
"failed","Fri Jan 28 07:28:53 GMT 2022","Fri Jan 28 07:29:27 GMT 2022","33301","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00300","Check orders from user side",""
"failed","Fri Jan 28 07:29:27 GMT 2022","Fri Jan 28 07:29:43 GMT 2022","16043","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00301","Master completes order: online",""
"failed","Fri Jan 28 07:28:38 GMT 2022","Fri Jan 28 07:28:53 GMT 2022","15644","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00204","Basic booking online (3)",""
"failed","Fri Jan 28 07:32:14 GMT 2022","Fri Jan 28 07:32:38 GMT 2022","24062","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00501","Conversation test: step 2 out of 3",""
"passed","Fri Jan 28 07:25:22 GMT 2022","Fri Jan 28 07:25:58 GMT 2022","36508","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00104","Basic positive service publishing, service location: Online (2)",""
"failed","Fri Jan 28 07:30:46 GMT 2022","Fri Jan 28 07:31:02 GMT 2022","15720","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00400","Post and check review with 10 words",""
"failed","Fri Jan 28 07:32:38 GMT 2022","Fri Jan 28 07:33:02 GMT 2022","23733","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00502","Conversation test: step 3 out of 3",""
"failed","Fri Jan 28 07:30:15 GMT 2022","Fri Jan 28 07:30:30 GMT 2022","15873","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00304","Client side order cancel",""
"failed","Fri Jan 28 07:31:49 GMT 2022","Fri Jan 28 07:32:14 GMT 2022","25504","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00500","Conversation test: step 1 out of 3",""
"passed","Fri Jan 28 07:21:40 GMT 2022","Fri Jan 28 07:22:02 GMT 2022","22229","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00004","Full Positive User Registration - mixed order 2",""
"passed","Fri Jan 28 07:22:02 GMT 2022","Fri Jan 28 07:22:31 GMT 2022","28994","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00005","Full Positive User Registration - mixed order 3",""
"failed","Fri Jan 28 07:31:17 GMT 2022","Fri Jan 28 07:31:33 GMT 2022","15708","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00402","Post and check review add to favorites in the process",""
"failed","Fri Jan 28 07:27:58 GMT 2022","Fri Jan 28 07:28:38 GMT 2022","39939","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00203","Basic booking online (2)",""
"failed","Fri Jan 28 07:29:59 GMT 2022","Fri Jan 28 07:30:15 GMT 2022","15803","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00303","Master completes order: master's place",""
"passed","Fri Jan 28 07:20:06 GMT 2022","Fri Jan 28 07:20:41 GMT 2022","34707","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00001","Full Positive User Registration - reverse order",""
"failed","Fri Jan 28 07:33:02 GMT 2022","Fri Jan 28 07:33:26 GMT 2022","24181","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00600","Remove master from favorites",""
"passed","Fri Jan 28 07:23:54 GMT 2022","Fri Jan 28 07:24:37 GMT 2022","43829","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00102","Basic positive service publishing, service location: Professional's place",""
"failed","Fri Jan 28 07:27:18 GMT 2022","Fri Jan 28 07:27:58 GMT 2022","39808","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00202","Basic booking master's place",""
"failed","Fri Jan 28 07:25:58 GMT 2022","Fri Jan 28 07:26:37 GMT 2022","39272","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00200","Basic booking online",""
"failed","Fri Jan 28 07:31:33 GMT 2022","Fri Jan 28 07:31:49 GMT 2022","15680","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00403","Review answer",""
"passed","Fri Jan 28 07:21:09 GMT 2022","Fri Jan 28 07:21:40 GMT 2022","30754","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00003","Basic Positive User Registration",""
"passed","Fri Jan 28 07:33:26 GMT 2022","Fri Jan 28 07:33:46 GMT 2022","19883","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00601","Add master to favorite from search results",""
"failed","Fri Jan 28 07:29:43 GMT 2022","Fri Jan 28 07:29:59 GMT 2022","16054","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00302","Master completes order: client's place",""
"passed","Fri Jan 28 07:19:29 GMT 2022","Fri Jan 28 07:20:06 GMT 2022","37240","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00000","Full Positive User Registration - in order",""
