"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 09 03:06:39 GMT 2022","Sat Apr 09 03:07:25 GMT 2022","45595","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00002","Share order: client logged in, professional's place order",""
"passed","Sat Apr 09 03:36:27 GMT 2022","Sat Apr 09 03:37:03 GMT 2022","35947","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range USD currency stays the same",""
"passed","Sat Apr 09 02:53:28 GMT 2022","Sat Apr 09 02:53:51 GMT 2022","22717","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00805","Search page search: speciality",""
"passed","Sat Apr 09 03:26:23 GMT 2022","Sat Apr 09 03:26:55 GMT 2022","31512","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","bookingCanNotSelectWrongDayViaBackArrows","Booking: time step, can't navigate back in time via arrows",""
"passed","Sat Apr 09 03:22:28 GMT 2022","Sat Apr 09 03:22:34 GMT 2022","6495","","tests.regressionTests.FooterTests","","tests.regressionTests.FooterTests","t00000","Footer: '/for-performers' can be opened via footer click",""
"passed","Sat Apr 09 02:36:28 GMT 2022","Sat Apr 09 02:37:04 GMT 2022","36152","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00002","Full Positive User Registration - reverse order",""
"skipped","Sat Apr 09 03:27:55 GMT 2022","Sat Apr 09 03:27:55 GMT 2022","0","","tests.regressionTests.ScheduleTests","","tests.regressionTests.ScheduleTests","serviceHang","Service should not hang",""
"failed","Sat Apr 09 02:39:50 GMT 2022","Sat Apr 09 02:40:28 GMT 2022","37866","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00102","Basic positive service publishing, service location: Professional's place",""
"passed","Sat Apr 09 03:19:38 GMT 2022","Sat Apr 09 03:20:08 GMT 2022","29509","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","trimEmail","Email will be automatically trimmed",""
"failed","Sat Apr 09 03:30:01 GMT 2022","Sat Apr 09 03:30:38 GMT 2022","37604","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00000","Service publish: city is selectable - client's place",""
