"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 03:58:23 GMT 2022","Sun Jul 03 03:59:17 GMT 2022","54111","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00002","Phone number should be autofilled if user's location known",""
"passed","Sun Jul 03 02:31:46 GMT 2022","Sun Jul 03 02:33:07 GMT 2022","81529","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00403","Review answer",""
"passed","Sun Jul 03 04:24:27 GMT 2022","Sun Jul 03 04:26:05 GMT 2022","97651","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00000","Share order: client logged in, online order",""
"passed","Sun Jul 03 03:21:36 GMT 2022","Sun Jul 03 03:22:53 GMT 2022","76306","","tests.regressionTests.OrdersTests","","tests.regressionTests.OrdersTests","ordersOutboxCorrectTitlesAfterBack","Orders: outbox titles should be correct after returning from a specific order",""
"passed","Sun Jul 03 02:06:27 GMT 2022","Sun Jul 03 02:07:30 GMT 2022","63202","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00001","Full Positive User Registration - in order",""
"passed","Sun Jul 03 01:59:53 GMT 2022","Sun Jul 03 02:01:19 GMT 2022","85971","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileEducationChangeTest","Professional profile: education - change all the info and verify",""
"failed","Sun Jul 03 03:56:37 GMT 2022","Sun Jul 03 03:57:44 GMT 2022","67883","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00000","Language retention after registration",""
"passed","Sun Jul 03 03:18:22 GMT 2022","Sun Jul 03 03:19:05 GMT 2022","43587","","tests.regressionTests.InterfaceTests","","tests.regressionTests.InterfaceTests","languageOrder","Interface: language menu with correct order in Arabic",""
"failed","Sun Jul 03 04:10:52 GMT 2022","Sun Jul 03 04:12:07 GMT 2022","75104","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","trimEmail","Email will be automatically trimmed",""
"passed","Sun Jul 03 02:17:16 GMT 2022","Sun Jul 03 02:18:49 GMT 2022","93386","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00200","Basic booking online",""
"passed","Sun Jul 03 03:35:28 GMT 2022","Sun Jul 03 03:36:18 GMT 2022","49715","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00200","Service publish: element language retention start with English - check titles",""
"passed","Sun Jul 03 04:04:16 GMT 2022","Sun Jul 03 04:05:57 GMT 2022","101188","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00103","Trying to register account with the same lowercase e-mail, but different formats: lowercase, mixed case, uppercase",""
"passed","Sun Jul 03 02:04:06 GMT 2022","Sun Jul 03 02:05:21 GMT 2022","74748","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","servicePublishing24hOnline","Service publishing >24h duration, service location: Online",""
"passed","Sun Jul 03 02:55:19 GMT 2022","Sun Jul 03 02:56:51 GMT 2022","92662","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","booking24hMaster","Booking a service with >24h duration - professional's place",""
"passed","Sun Jul 03 02:34:21 GMT 2022","Sun Jul 03 02:35:43 GMT 2022","81651","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00601","Add master to favorite from search results",""
"passed","Sun Jul 03 03:22:53 GMT 2022","Sun Jul 03 03:24:09 GMT 2022","76004","","tests.regressionTests.OrdersTests","","tests.regressionTests.OrdersTests","ordersInboxCorrectTitlesAfterBack","Orders: inbox titles should be correct after returning from a specific order",""
"passed","Sun Jul 03 03:39:17 GMT 2022","Sun Jul 03 03:40:36 GMT 2022","79304","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range CAD currency stays the same",""
"passed","Sun Jul 03 01:52:39 GMT 2022","Sun Jul 03 01:54:05 GMT 2022","86499","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileQualificationChangeTest","Professional profile: qualification - change all the info and verify",""
"failed","Sun Jul 03 01:55:24 GMT 2022","Sun Jul 03 01:57:03 GMT 2022","99362","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileFullTest","Professional profile: full test",""
"passed","Sun Jul 03 02:14:37 GMT 2022","Sun Jul 03 02:16:03 GMT 2022","85489","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00102","Basic positive service publishing, service location: Professional's place",""
"passed","Sun Jul 03 04:22:01 GMT 2022","Sun Jul 03 04:23:14 GMT 2022","72609","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","bookingSchedule12PMNoExtraBlock","Booking: 12 PM schedule shouldn't produce an extra time block",""
"passed","Sun Jul 03 02:33:07 GMT 2022","Sun Jul 03 02:34:21 GMT 2022","74287","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00600","Remove master from favorites",""
"failed","Sun Jul 03 02:18:49 GMT 2022","Sun Jul 03 02:20:17 GMT 2022","88330","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00201","Basic booking client's place",""
"failed","Sun Jul 03 02:42:36 GMT 2022","Sun Jul 03 02:43:45 GMT 2022","68842","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00801","Main page search: service name",""
"passed","Sun Jul 03 01:57:03 GMT 2022","Sun Jul 03 01:58:33 GMT 2022","90293","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileCertificateChangeTest","Professional profile: certificates - change all the info and verify",""
"passed","Sun Jul 03 02:37:06 GMT 2022","Sun Jul 03 02:38:28 GMT 2022","82072","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00603","Add master to favorite from the service info",""
"passed","Sun Jul 03 03:19:49 GMT 2022","Sun Jul 03 03:21:36 GMT 2022","107669","","tests.regressionTests.OrdersTests","","tests.regressionTests.OrdersTests","ordersShouldBeVisibleOnAnyLanguage","Orders: order cards should be displayed correctly on any language",""
"passed","Sun Jul 03 02:13:12 GMT 2022","Sun Jul 03 02:14:37 GMT 2022","85398","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00101","Basic positive service publishing, service location: Client's place",""
"passed","Sun Jul 03 03:29:33 GMT 2022","Sun Jul 03 03:30:58 GMT 2022","85170","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00000","Service publish: city is selectable - client's place",""
"passed","Sun Jul 03 02:48:16 GMT 2022","Sun Jul 03 02:49:33 GMT 2022","76910","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","orderButtonBlockedFreshOrderClient","Master can't complete order too early: client's place",""
"passed","Sun Jul 03 04:05:57 GMT 2022","Sun Jul 03 04:07:37 GMT 2022","100254","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00104","Trying to register account with the same mixed case e-mail, but different formats: lowercase, mixed case, uppercase",""
"passed","Sun Jul 03 03:48:12 GMT 2022","Sun Jul 03 03:49:28 GMT 2022","76823","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","publishWithNoTagsDefault","Service publish: basic test with no tags",""
"passed","Sun Jul 03 02:30:19 GMT 2022","Sun Jul 03 02:31:46 GMT 2022","86797","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00402","Post and check review add to favorites in the process",""
"passed","Sun Jul 03 03:43:14 GMT 2022","Sun Jul 03 03:44:32 GMT 2022","78341","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range USD currency stays the same",""
"passed","Sun Jul 03 02:49:33 GMT 2022","Sun Jul 03 02:51:17 GMT 2022","103911","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","chatMessagesTest","Chat test",""
"passed","Sun Jul 03 02:26:07 GMT 2022","Sun Jul 03 02:27:25 GMT 2022","78094","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00305","Master side order cancel",""
"passed","Sun Jul 03 02:46:03 GMT 2022","Sun Jul 03 02:47:05 GMT 2022","62822","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00804","Search page search: service name",""
"passed","Sun Jul 03 02:20:17 GMT 2022","Sun Jul 03 02:21:53 GMT 2022","95211","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00202","Basic booking master's place",""
"passed","Sun Jul 03 04:07:37 GMT 2022","Sun Jul 03 04:09:18 GMT 2022","100650","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00105","Trying to register account with the same uppercase e-mail, but different formats: lowercase, mixed case, uppercase",""
"failed","Sun Jul 03 02:43:45 GMT 2022","Sun Jul 03 02:44:53 GMT 2022","68529","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00802","Main page search: speciality",""
"passed","Sun Jul 03 02:05:21 GMT 2022","Sun Jul 03 02:06:27 GMT 2022","66498","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00000","Basic Positive User Registration",""
"passed","Sun Jul 03 02:07:30 GMT 2022","Sun Jul 03 02:08:41 GMT 2022","70869","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00002","Full Positive User Registration - reverse order",""
"passed","Sun Jul 03 04:32:21 GMT 2022","Sun Jul 03 04:33:58 GMT 2022","97360","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00005","Share order: client without login, professional's place order",""
"passed","Sun Jul 03 02:02:43 GMT 2022","Sun Jul 03 02:04:06 GMT 2022","82762","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","servicePublishing24hMaster","Service publishing >24h duration, service location: Professional's place",""
"failed","Sun Jul 03 03:52:06 GMT 2022","Sun Jul 03 03:53:30 GMT 2022","83979","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","publishWithTagsPreviewService","Service publish: basic test with tags, preview service",""
"passed","Sun Jul 03 03:54:07 GMT 2022","Sun Jul 03 03:55:16 GMT 2022","69185","","tests.regressionTests.UserProfileTests","","tests.regressionTests.UserProfileTests","profileOldDefaultAddressDeletable","Profile: user can delete default address",""
