"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Jan 28 08:08:02 GMT 2022","Fri Jan 28 08:08:31 GMT 2022","28483","","tests.regressionTests.ProfessionalProfileTests","","tests.regressionTests.ProfessionalProfileTests","t00001","Professional Profile: social share button should be clickable (another person)",""
"passed","Fri Jan 28 08:09:19 GMT 2022","Fri Jan 28 08:10:12 GMT 2022","53113","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00100","Email should not be case sensitive: register lowercase e-mail and try to log in with lower/upper/mixed case",""
"passed","Fri Jan 28 07:36:32 GMT 2022","Fri Jan 28 07:36:59 GMT 2022","26865","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00002","Full Positive User Registration - mixed order 1",""
"passed","Fri Jan 28 07:49:10 GMT 2022","Fri Jan 28 07:49:29 GMT 2022","18730","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00603","Add master to favorite from the service info",""
"passed","Fri Jan 28 07:48:10 GMT 2022","Fri Jan 28 07:48:22 GMT 2022","11776","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00502","Conversation test: step 3 out of 3",""
"passed","Fri Jan 28 08:08:31 GMT 2022","Fri Jan 28 08:08:55 GMT 2022","24057","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00000","Language retention after registration",""
"passed","Fri Jan 28 07:35:34 GMT 2022","Fri Jan 28 07:36:02 GMT 2022","28215","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00000","Full Positive User Registration - in order",""
"failed","Fri Jan 28 07:45:42 GMT 2022","Fri Jan 28 07:46:05 GMT 2022","23124","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00305","Master side order cancel",""
"passed","Fri Jan 28 08:07:00 GMT 2022","Fri Jan 28 08:07:33 GMT 2022","33106","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","t00100","Booking: time step, can't navigate back in time via arrows",""
"failed","Fri Jan 28 07:54:55 GMT 2022","Fri Jan 28 07:55:38 GMT 2022","43264","","tests.professionalProfile.ProfessionalProfileTests","","tests.professionalProfile.ProfessionalProfileTests","t00008","Professional profile: certificates - change all the info and verify",""
"passed","Fri Jan 28 07:48:51 GMT 2022","Fri Jan 28 07:49:10 GMT 2022","18488","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00602","Add master to favorite from master's profile",""
"passed","Fri Jan 28 08:09:03 GMT 2022","Fri Jan 28 08:09:19 GMT 2022","15836","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00002","Phone number should be autofilled if user's location known",""
"passed","Fri Jan 28 07:58:27 GMT 2022","Fri Jan 28 07:58:49 GMT 2022","21977","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00101","Service publish: user can not select price range with min value: 0",""
"failed","Fri Jan 28 07:46:05 GMT 2022","Fri Jan 28 07:46:32 GMT 2022","26162","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00400","Post and check review with 10 words",""
"passed","Fri Jan 28 07:54:23 GMT 2022","Fri Jan 28 07:54:55 GMT 2022","31859","","tests.professionalProfile.ProfessionalProfileTests","","tests.professionalProfile.ProfessionalProfileTests","t00007","Professional profile: education - change all the info and verify",""
"failed","Fri Jan 28 07:42:33 GMT 2022","Fri Jan 28 07:43:10 GMT 2022","36644","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00202","Basic booking master's place",""
"passed","Fri Jan 28 07:44:56 GMT 2022","Fri Jan 28 07:45:09 GMT 2022","12275","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00302","Master completes order: client's place",""
"failed","Fri Jan 28 07:52:08 GMT 2022","Fri Jan 28 07:52:42 GMT 2022","34246","","tests.professionalProfile.ProfessionalProfileTests","","tests.professionalProfile.ProfessionalProfileTests","t00001","Professional profile: info verification",""
"failed","Fri Jan 28 07:49:29 GMT 2022","Fri Jan 28 07:50:07 GMT 2022","38221","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00700","Basic booking from the main page: guest",""
"passed","Fri Jan 28 07:51:28 GMT 2022","Fri Jan 28 07:51:40 GMT 2022","11765","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00804","Search page search: service name",""
"passed","Fri Jan 28 08:01:56 GMT 2022","Fri Jan 28 08:02:34 GMT 2022","38159","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range RUB currency stays the same",""
