"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Mar 04 08:54:21 GMT 2022","Fri Mar 04 08:54:51 GMT 2022","30014","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00600","Remove master from favorites",""
"failed","Fri Mar 04 08:13:49 GMT 2022","Fri Mar 04 08:14:27 GMT 2022","38201","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","t00001","Professional profile: info verification",""
"passed","Fri Mar 04 08:34:01 GMT 2022","Fri Mar 04 08:34:33 GMT 2022","32446","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00203","Service publish: element language retention start with Russian - check lists",""
"passed","Fri Mar 04 08:46:11 GMT 2022","Fri Mar 04 08:46:55 GMT 2022","44628","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00202","Basic booking master's place",""
"broken","Fri Mar 04 09:00:04 GMT 2022","Fri Mar 04 09:00:04 GMT 2022","692","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00008","Share order: client without account, professional's place order",""
"failed","Fri Mar 04 08:14:27 GMT 2022","Fri Mar 04 08:14:57 GMT 2022","29847","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","t00002","Professional profile: functionality verification",""
"passed","Fri Mar 04 08:37:13 GMT 2022","Fri Mar 04 08:37:44 GMT 2022","31159","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00400","Service publish: can not publish service without any payment option",""
"passed","Fri Mar 04 08:50:59 GMT 2022","Fri Mar 04 08:51:33 GMT 2022","34909","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00400","Post and check review with 10 words",""
"passed","Fri Mar 04 08:44:04 GMT 2022","Fri Mar 04 08:44:41 GMT 2022","36395","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00103","Basic positive service publishing with no account, service location: Online",""
"passed","Fri Mar 04 08:35:53 GMT 2022","Fri Mar 04 08:36:33 GMT 2022","39349","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range RUB currency stays the same",""
"passed","Fri Mar 04 08:25:25 GMT 2022","Fri Mar 04 08:25:45 GMT 2022","19536","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00002","Phone number should be autofilled if user's location known",""
"passed","Fri Mar 04 08:27:43 GMT 2022","Fri Mar 04 08:28:42 GMT 2022","58596","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00102","Email should not be case sensitive: register mixed case e-mail and try to log in with lower/upper/mixed case",""
"passed","Fri Mar 04 08:56:37 GMT 2022","Fri Mar 04 08:57:20 GMT 2022","43038","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00700","Basic booking from the main page: guest",""
"passed","Fri Mar 04 08:33:00 GMT 2022","Fri Mar 04 08:33:24 GMT 2022","24390","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00101","Service publish: user can not select price range with min value: 0",""
"passed","Fri Mar 04 08:57:20 GMT 2022","Fri Mar 04 08:58:03 GMT 2022","43216","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00701","Basic booking: guest",""
"broken","Fri Mar 04 08:59:59 GMT 2022","Fri Mar 04 09:00:00 GMT 2022","735","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00002","Share order: client logged in, professional's place order",""
"passed","Fri Mar 04 08:16:14 GMT 2022","Fri Mar 04 08:16:47 GMT 2022","33867","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","t00007","Professional profile: education - change all the info and verify",""
"broken","Fri Mar 04 08:59:58 GMT 2022","Fri Mar 04 08:59:58 GMT 2022","798","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00000","Share order: client logged in, online order",""
"broken","Fri Mar 04 08:59:47 GMT 2022","Fri Mar 04 08:59:57 GMT 2022","9703","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00805","Search page search: speciality",""
"passed","Fri Mar 04 08:41:19 GMT 2022","Fri Mar 04 08:41:53 GMT 2022","34551","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00005","Full Positive User Registration - mixed order 3",""
"passed","Fri Mar 04 08:25:17 GMT 2022","Fri Mar 04 08:25:25 GMT 2022","7800","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00001","Phone number should not be autofilled if user's location unknown",""
"failed","Fri Mar 04 08:22:47 GMT 2022","Fri Mar 04 08:23:41 GMT 2022","53386","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","t00002","Booking: a service for another person",""
"passed","Fri Mar 04 08:19:32 GMT 2022","Fri Mar 04 08:19:58 GMT 2022","26096","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","t00003","Profile: contacts - change info, add new and verify",""
"passed","Fri Mar 04 08:51:33 GMT 2022","Fri Mar 04 08:52:13 GMT 2022","39289","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00401","Post and check review with a lot of characters",""
"passed","Fri Mar 04 08:46:55 GMT 2022","Fri Mar 04 08:47:50 GMT 2022","54079","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00300","Check orders from user side",""
"passed","Fri Mar 04 08:29:58 GMT 2022","Fri Mar 04 08:30:30 GMT 2022","32257","","tests.regressionTests.ProfessionalProfileTests","","tests.regressionTests.ProfessionalProfileTests","t00000","Professional Profile: delete education",""
"broken","Fri Mar 04 08:28:44 GMT 2022","Fri Mar 04 08:28:47 GMT 2022","2342","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00104","Trying to register account with the same mixed case e-mail, but different formats: lowercase, mixed case, uppercase",""
"passed","Fri Mar 04 08:26:44 GMT 2022","Fri Mar 04 08:27:43 GMT 2022","59677","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00101","Email should not be case sensitive: register uppercase e-mail and try to log in with lower/upper/mixed case",""
"passed","Fri Mar 04 08:32:36 GMT 2022","Fri Mar 04 08:33:00 GMT 2022","24335","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00100","Service publish: user can not select fixed price with the value: 0",""
