"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Jan 29 04:29:14 GMT 2022","Sat Jan 29 04:29:52 GMT 2022","38377","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range CAD currency stays the same",""
"passed","Sat Jan 29 04:43:42 GMT 2022","Sat Jan 29 04:44:27 GMT 2022","45299","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00000","Share order: client logged in, online order",""
"passed","Sat Jan 29 04:50:09 GMT 2022","Sat Jan 29 04:50:26 GMT 2022","17576","","tests.userProfile.UserProfileTests","","tests.userProfile.UserProfileTests","t00000","Full Positive User Registration for User Profile test",""
"passed","Sat Jan 29 04:50:26 GMT 2022","Sat Jan 29 04:50:45 GMT 2022","18310","","tests.userProfile.UserProfileTests","","tests.userProfile.UserProfileTests","t00001","Profile: functionality verification",""
"failed","Sat Jan 29 04:34:35 GMT 2022","Sat Jan 29 04:35:49 GMT 2022","74271","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","t00002","Booking: a service for another person",""
"passed","Sat Jan 29 04:07:10 GMT 2022","Sat Jan 29 04:07:36 GMT 2022","26031","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00005","Full Positive User Registration - mixed order 3",""
"passed","Sat Jan 29 04:21:42 GMT 2022","Sat Jan 29 04:22:24 GMT 2022","42424","","tests.professionalProfile.ProfessionalProfileTests","","tests.professionalProfile.ProfessionalProfileTests","t00004","Professional profile: main - change all the info and verify",""
"passed","Sat Jan 29 04:19:39 GMT 2022","Sat Jan 29 04:19:50 GMT 2022","10791","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00802","Main page search: speciality",""
"passed","Sat Jan 29 04:45:19 GMT 2022","Sat Jan 29 04:46:03 GMT 2022","44234","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00002","Share order: client logged in, professional's place order",""
"passed","Sat Jan 29 04:26:59 GMT 2022","Sat Jan 29 04:27:21 GMT 2022","22120","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00101","Service publish: user can not select price range with min value: 0",""
"failed","Sat Jan 29 04:18:54 GMT 2022","Sat Jan 29 04:19:19 GMT 2022","24806","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00701","Basic booking: guest",""
"passed","Sat Jan 29 04:35:49 GMT 2022","Sat Jan 29 04:36:23 GMT 2022","33370","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","t00100","Booking: time step, can't navigate back in time via arrows",""
