"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 25 06:28:15 GMT 2022","Fri Feb 25 06:29:03 GMT 2022","48136","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00000","Share order: client logged in, online order",""
"passed","Fri Feb 25 06:16:33 GMT 2022","Fri Feb 25 06:17:03 GMT 2022","29070","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00301","Master completes order: online",""
"failed","Fri Feb 25 06:29:03 GMT 2022","Fri Feb 25 06:29:58 GMT 2022","54706","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00001","Share order: client logged in, client's place order",""
"passed","Fri Feb 25 06:03:09 GMT 2022","Fri Feb 25 06:03:48 GMT 2022","39510","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range CAD currency stays the same",""
"passed","Fri Feb 25 05:59:29 GMT 2022","Fri Feb 25 06:00:14 GMT 2022","44683","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00001","Service publish: city is selectable - professional's place",""
"passed","Fri Feb 25 05:56:26 GMT 2022","Fri Feb 25 05:57:27 GMT 2022","60781","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00105","Trying to register account with the same uppercase e-mail, but different formats: lowercase, mixed case, uppercase",""
"passed","Fri Feb 25 06:09:34 GMT 2022","Fri Feb 25 06:09:59 GMT 2022","24811","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00004","Full Positive User Registration - mixed order 2",""
"passed","Fri Feb 25 06:02:07 GMT 2022","Fri Feb 25 06:02:36 GMT 2022","28870","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00202","Service publish: element language retention start with English - check lists",""
"passed","Fri Feb 25 06:09:59 GMT 2022","Fri Feb 25 06:10:33 GMT 2022","34441","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00005","Full Positive User Registration - mixed order 3",""
"passed","Fri Feb 25 05:50:31 GMT 2022","Fri Feb 25 05:50:56 GMT 2022","24955","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00000","Language retention after registration",""
"passed","Fri Feb 25 06:06:57 GMT 2022","Fri Feb 25 06:07:32 GMT 2022","35779","","tests.regressionTests.SearchTests","","tests.regressionTests.SearchTests","t00001","'Best works' will show if filled",""
"passed","Fri Feb 25 06:25:26 GMT 2022","Fri Feb 25 06:26:10 GMT 2022","43135","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00701","Basic booking: guest",""
"passed","Fri Feb 25 05:50:56 GMT 2022","Fri Feb 25 05:51:04 GMT 2022","7875","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00001","Phone number should not be autofilled if user's location unknown",""
"passed","Fri Feb 25 06:33:01 GMT 2022","Fri Feb 25 06:33:55 GMT 2022","53677","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00006","Share order: client without account, online order",""
"passed","Fri Feb 25 05:55:25 GMT 2022","Fri Feb 25 05:56:26 GMT 2022","61192","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00104","Trying to register account with the same mixed case e-mail, but different formats: lowercase, mixed case, uppercase",""
"passed","Fri Feb 25 06:08:33 GMT 2022","Fri Feb 25 06:09:07 GMT 2022","34241","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00002","Full Positive User Registration - reverse order",""
"passed","Fri Feb 25 06:03:48 GMT 2022","Fri Feb 25 06:04:29 GMT 2022","40508","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range EUR currency stays the same",""
"passed","Fri Feb 25 06:06:22 GMT 2022","Fri Feb 25 06:06:28 GMT 2022","5988","","tests.regressionTests.FooterTests","","tests.regressionTests.FooterTests","t00000","Footer: '/for-performers' can be opened via footer click",""
"passed","Fri Feb 25 05:45:21 GMT 2022","Fri Feb 25 05:45:48 GMT 2022","26594","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","t00003","Profile: contacts - change info, add new and verify",""
"passed","Fri Feb 25 06:22:29 GMT 2022","Fri Feb 25 06:23:00 GMT 2022","30630","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00600","Remove master from favorites",""
"failed","Fri Feb 25 06:31:37 GMT 2022","Fri Feb 25 06:32:11 GMT 2022","34560","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00004","Share order: client without login, client's place order",""
