"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Sat Apr 09 07:13:31 GMT 2022","Sat Apr 09 07:14:20 GMT 2022","48391","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","servicePublishing24hClient","Service publishing >24h duration, service location: Client's place",""
"failed","Sat Apr 09 07:51:45 GMT 2022","Sat Apr 09 07:52:18 GMT 2022","32305","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00101","Email should not be case sensitive: register uppercase e-mail and try to log in with lower/upper/mixed case",""
"failed","Sat Apr 09 07:56:17 GMT 2022","Sat Apr 09 07:56:55 GMT 2022","37095","","tests.regressionTests.OrdersTests","","tests.regressionTests.OrdersTests","ordersShouldBeVisibleOnAnyLanguage","Orders: order cards should be displayed correctly on any language",""
"passed","Sat Apr 09 07:17:25 GMT 2022","Sat Apr 09 07:17:49 GMT 2022","23491","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00004","Full Positive User Registration - mixed order 2",""
"passed","Sat Apr 09 07:15:58 GMT 2022","Sat Apr 09 07:16:24 GMT 2022","25915","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00001","Full Positive User Registration - in order",""
"passed","Sat Apr 09 07:33:33 GMT 2022","Sat Apr 09 07:34:20 GMT 2022","47288","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","chatMessagesTest","Chat test",""
"failed","Sat Apr 09 07:34:46 GMT 2022","Sat Apr 09 07:35:19 GMT 2022","32985","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","orderButtonBlockedFreshOrderOnline","Master can't complete order too early: online",""
"failed","Sat Apr 09 07:49:41 GMT 2022","Sat Apr 09 07:50:21 GMT 2022","39727","","tests.regressionTests.SearchTests","","tests.regressionTests.SearchTests","t00001","'Best works' will show if filled",""
"passed","Sat Apr 09 07:16:24 GMT 2022","Sat Apr 09 07:16:58 GMT 2022","34129","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00002","Full Positive User Registration - reverse order",""
"passed","Sat Apr 09 08:04:40 GMT 2022","Sat Apr 09 08:05:02 GMT 2022","21261","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","publish4StepSpinnerWorks","Service publish: 4th step should be blocked by spinner after confirmation",""
"passed","Sat Apr 09 07:49:18 GMT 2022","Sat Apr 09 07:49:41 GMT 2022","23136","","tests.regressionTests.SearchTests","","tests.regressionTests.SearchTests","t00000","'Best works' will not show if professional doesn't have any",""
"passed","Sat Apr 09 07:15:25 GMT 2022","Sat Apr 09 07:15:58 GMT 2022","33019","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00000","Basic Positive User Registration",""
"passed","Sat Apr 09 08:09:48 GMT 2022","Sat Apr 09 08:10:22 GMT 2022","33956","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range EUR currency stays the same",""
"failed","Sat Apr 09 08:12:21 GMT 2022","Sat Apr 09 08:12:47 GMT 2022","25417","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","userProfileFunctionalityVerification","Profile: functionality verification",""
