"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Apr 03 08:12:07 GMT 2022","Sun Apr 03 08:12:58 GMT 2022","50791","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","bookingServiceForAnother","Booking: a service for another person",""
"passed","Sun Apr 03 08:44:10 GMT 2022","Sun Apr 03 08:44:59 GMT 2022","48684","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00401","Post and check review with a lot of characters",""
"passed","Sun Apr 03 08:24:34 GMT 2022","Sun Apr 03 08:25:32 GMT 2022","57474","","tests.regressionTests.OrdersTests","","tests.regressionTests.OrdersTests","ordersShouldBeVisibleOnAnyLanguage","Orders: order cards should be displayed correctly on any language",""
"passed","Sun Apr 03 07:57:57 GMT 2022","Sun Apr 03 07:58:31 GMT 2022","33752","","tests.regressionTests.UserProfileTests","","tests.regressionTests.UserProfileTests","profileOldDefaultAddressDeletable","Profile: user can delete default address",""
"passed","Sun Apr 03 08:42:50 GMT 2022","Sun Apr 03 08:43:28 GMT 2022","38211","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00305","Master side order cancel",""
"passed","Sun Apr 03 08:34:00 GMT 2022","Sun Apr 03 08:34:29 GMT 2022","28917","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00003","Full Positive User Registration - mixed order 1",""
"failed","Sun Apr 03 07:42:28 GMT 2022","Sun Apr 03 07:43:12 GMT 2022","43574","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00004","Share order: client without login, client's place order",""
"failed","Sun Apr 03 07:56:09 GMT 2022","Sun Apr 03 07:56:43 GMT 2022","34400","","tests.regressionTests.ProfessionalProfileTests","","tests.regressionTests.ProfessionalProfileTests","t00000","Professional Profile: delete education",""
"passed","Sun Apr 03 08:57:42 GMT 2022","Sun Apr 03 08:58:31 GMT 2022","48595","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","booking24hOnline","Booking a service with >24h duration - online",""
"passed","Sun Apr 03 07:59:49 GMT 2022","Sun Apr 03 08:00:28 GMT 2022","39167","","tests.regressionTests.SearchTests","","tests.regressionTests.SearchTests","t00001","'Best works' will show if filled",""
"passed","Sun Apr 03 08:53:50 GMT 2022","Sun Apr 03 08:54:51 GMT 2022","61131","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","chatMessagesTest","Chat test",""
"passed","Sun Apr 03 08:54:51 GMT 2022","Sun Apr 03 08:55:27 GMT 2022","35547","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","orderButtonBlockedFreshOrderMaster","Master can't complete order too early: master's place",""
"failed","Sun Apr 03 08:26:47 GMT 2022","Sun Apr 03 08:27:31 GMT 2022","44002","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","userProfileAddressChangeTest","Profile: address - change info and verify",""
