"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Jul 03 07:00:00 GMT 2022","Sun Jul 03 07:01:06 GMT 2022","66235","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range EUR currency stays the same",""
"passed","Sun Jul 03 06:28:51 GMT 2022","Sun Jul 03 06:29:49 GMT 2022","58448","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","userProfileContactsChangeTest","Profile: contacts - change info, add new and verify",""
"passed","Sun Jul 03 06:39:42 GMT 2022","Sun Jul 03 06:40:18 GMT 2022","36192","","tests.regressionTests.InterfaceTests","","tests.regressionTests.InterfaceTests","languageOrder","Interface: language menu with correct order in Russian",""
"passed","Sun Jul 03 06:37:31 GMT 2022","Sun Jul 03 06:38:36 GMT 2022","64615","","tests.regressionTests.SearchTests","","tests.regressionTests.SearchTests","t00001","'Best works' will show if filled",""
"passed","Sun Jul 03 05:45:00 GMT 2022","Sun Jul 03 05:45:57 GMT 2022","56600","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00002","Full Positive User Registration - reverse order",""
"passed","Sun Jul 03 05:48:28 GMT 2022","Sun Jul 03 05:49:35 GMT 2022","66944","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00100","Basic positive service publishing, service location: Online",""
"failed","Sun Jul 03 07:52:07 GMT 2022","Sun Jul 03 07:53:16 GMT 2022","68518","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","publishWithNoTagsPreviewService","Service publish: basic test with no tags, preview service",""
"passed","Sun Jul 03 05:40:00 GMT 2022","Sun Jul 03 05:41:09 GMT 2022","68294","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","servicePublishing24hClient","Service publishing >24h duration, service location: Client's place",""
"passed","Sun Jul 03 05:32:34 GMT 2022","Sun Jul 03 05:33:37 GMT 2022","62826","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileInfoVerification","Professional profile: info verification",""
"passed","Sun Jul 03 06:39:10 GMT 2022","Sun Jul 03 06:39:42 GMT 2022","31925","","tests.regressionTests.InterfaceTests","","tests.regressionTests.InterfaceTests","languageOrder","Interface: language menu with correct order in English",""
"passed","Sun Jul 03 07:38:21 GMT 2022","Sun Jul 03 07:39:38 GMT 2022","77232","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00002","Share order: client logged in, professional's place order",""
"passed","Sun Jul 03 06:21:55 GMT 2022","Sun Jul 03 06:23:09 GMT 2022","73998","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","booking24hClient","Booking a service with >24h duration - client's place",""
"passed","Sun Jul 03 06:19:55 GMT 2022","Sun Jul 03 06:20:55 GMT 2022","60055","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","orderButtonBlockedFreshOrderMaster","Master can't complete order too early: master's place",""
"passed","Sun Jul 03 06:45:43 GMT 2022","Sun Jul 03 06:46:43 GMT 2022","59794","","tests.regressionTests.OrdersTests","","tests.regressionTests.OrdersTests","ordersInboxCorrectTitlesAfterBack","Orders: inbox titles should be correct after returning from a specific order",""
"passed","Sun Jul 03 06:50:19 GMT 2022","Sun Jul 03 06:51:02 GMT 2022","42963","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","publish4StepSpinnerWorks","Service publish: 4th step should be blocked by spinner after confirmation",""
"passed","Sun Jul 03 06:05:21 GMT 2022","Sun Jul 03 06:06:19 GMT 2022","58136","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00600","Remove master from favorites",""
"passed","Sun Jul 03 05:54:07 GMT 2022","Sun Jul 03 05:55:23 GMT 2022","75392","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00201","Basic booking client's place",""
"passed","Sun Jul 03 06:48:05 GMT 2022","Sun Jul 03 06:49:15 GMT 2022","69601","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","publishScheduleEditAfterBack","Service publish: schedule can be edited after backing",""
"passed","Sun Jul 03 07:30:59 GMT 2022","Sun Jul 03 07:32:40 GMT 2022","100806","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","bookingServiceForAnother","Booking: a service for another person",""
"failed","Sun Jul 03 07:47:58 GMT 2022","Sun Jul 03 07:48:57 GMT 2022","58022","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00802","Main page search: speciality",""
"passed","Sun Jul 03 07:17:57 GMT 2022","Sun Jul 03 07:19:16 GMT 2022","79444","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00102","Email should not be case sensitive: register mixed case e-mail and try to log in with lower/upper/mixed case",""
"passed","Sun Jul 03 05:46:45 GMT 2022","Sun Jul 03 05:47:31 GMT 2022","46593","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00004","Full Positive User Registration - mixed order 2",""
"passed","Sun Jul 03 06:43:15 GMT 2022","Sun Jul 03 06:44:43 GMT 2022","87658","","tests.regressionTests.OrdersTests","","tests.regressionTests.OrdersTests","ordersShouldBeVisibleOnAnyLanguage","Orders: order cards should be displayed correctly on any language",""
"passed","Sun Jul 03 07:28:38 GMT 2022","Sun Jul 03 07:29:50 GMT 2022","72128","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","bookingOwnServiceForAnother","Booking: your own service for another person",""
"passed","Sun Jul 03 07:48:57 GMT 2022","Sun Jul 03 07:49:46 GMT 2022","49624","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00803","Search page search: professional name",""
"passed","Sun Jul 03 06:36:32 GMT 2022","Sun Jul 03 06:37:31 GMT 2022","59412","","tests.regressionTests.SearchTests","","tests.regressionTests.SearchTests","t00000","'Best works' will not show if professional doesn't have any",""
"passed","Sun Jul 03 06:20:55 GMT 2022","Sun Jul 03 06:21:55 GMT 2022","59220","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","orderButtonBlockedFreshOrderOnline","Master can't complete order too early: online",""
"passed","Sun Jul 03 05:43:19 GMT 2022","Sun Jul 03 05:44:12 GMT 2022","53738","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00000","Basic Positive User Registration",""
"passed","Sun Jul 03 07:12:08 GMT 2022","Sun Jul 03 07:13:13 GMT 2022","65856","","tests.regressionTests.UserProfileTests","","tests.regressionTests.UserProfileTests","profileLanguageCheckboxesShown","Profile: language checkboxes are always present",""
"passed","Sun Jul 03 06:03:09 GMT 2022","Sun Jul 03 06:04:17 GMT 2022","68041","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00402","Post and check review add to favorites in the process",""
"passed","Sun Jul 03 07:14:04 GMT 2022","Sun Jul 03 07:14:35 GMT 2022","30909","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00001","Phone number should not be autofilled if user's location unknown",""
"passed","Sun Jul 03 05:55:23 GMT 2022","Sun Jul 03 05:56:37 GMT 2022","74271","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00202","Basic booking master's place",""
"passed","Sun Jul 03 06:30:33 GMT 2022","Sun Jul 03 06:31:25 GMT 2022","52015","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","userProfileMainChangeTest","Profile: main - change all the info and verify",""
"passed","Sun Jul 03 07:14:35 GMT 2022","Sun Jul 03 07:15:17 GMT 2022","42492","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00002","Phone number should be autofilled if user's location known",""
"passed","Sun Jul 03 07:20:37 GMT 2022","Sun Jul 03 07:21:57 GMT 2022","79991","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00104","Trying to register account with the same mixed case e-mail, but different formats: lowercase, mixed case, uppercase",""
"passed","Sun Jul 03 05:50:45 GMT 2022","Sun Jul 03 05:51:54 GMT 2022","69677","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00102","Basic positive service publishing, service location: Professional's place",""
"passed","Sun Jul 03 07:06:19 GMT 2022","Sun Jul 03 07:07:22 GMT 2022","62447","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","publishWithNoTagsDefault","Service publish: basic test with no tags",""
"passed","Sun Jul 03 06:09:38 GMT 2022","Sun Jul 03 06:10:49 GMT 2022","71118","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00700","Basic booking from the main page: guest",""
"passed","Sun Jul 03 06:23:09 GMT 2022","Sun Jul 03 06:24:23 GMT 2022","74630","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","booking24hMaster","Booking a service with >24h duration - professional's place",""
"passed","Sun Jul 03 05:59:55 GMT 2022","Sun Jul 03 06:00:57 GMT 2022","61559","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00305","Master side order cancel",""
"passed","Sun Jul 03 07:01:06 GMT 2022","Sun Jul 03 07:02:12 GMT 2022","65562","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range RUB currency stays the same",""
"passed","Sun Jul 03 06:24:23 GMT 2022","Sun Jul 03 06:25:39 GMT 2022","75535","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","booking24hOnline","Booking a service with >24h duration - online",""
"passed","Sun Jul 03 07:39:38 GMT 2022","Sun Jul 03 07:40:55 GMT 2022","76730","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00003","Share order: client without login, online order",""
"passed","Sun Jul 03 05:37:50 GMT 2022","Sun Jul 03 05:38:51 GMT 2022","61329","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileFunctionalityVerification","Professional profile: functionality verification",""
"passed","Sun Jul 03 07:27:37 GMT 2022","Sun Jul 03 07:28:37 GMT 2022","59994","","tests.regressionTests.ProfessionalProfileTests","","tests.regressionTests.ProfessionalProfileTests","masterProfileLevelIsAlwaysInEnglish","Professional Profile: professional expertise level shouldn't be in English with Russian locale chosen",""
"passed","Sun Jul 03 06:04:17 GMT 2022","Sun Jul 03 06:05:21 GMT 2022","63467","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00403","Review answer",""
"failed","Sun Jul 03 07:46:56 GMT 2022","Sun Jul 03 07:47:58 GMT 2022","62784","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00800","Main page search: professional name",""
"passed","Sun Jul 03 06:10:49 GMT 2022","Sun Jul 03 06:12:02 GMT 2022","72879","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00701","Basic booking: guest",""
"passed","Sun Jul 03 07:21:57 GMT 2022","Sun Jul 03 07:23:17 GMT 2022","80328","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00105","Trying to register account with the same uppercase e-mail, but different formats: lowercase, mixed case, uppercase",""
"passed","Sun Jul 03 06:08:31 GMT 2022","Sun Jul 03 06:09:38 GMT 2022","66847","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00603","Add master to favorite from the service info",""
"passed","Sun Jul 03 07:23:17 GMT 2022","Sun Jul 03 07:23:53 GMT 2022","35673","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00200","Country code and phone number inputs should be visible and interactable, after pup-up got canceled",""
"passed","Sun Jul 03 06:02:02 GMT 2022","Sun Jul 03 06:03:09 GMT 2022","67277","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00401","Post and check review with a lot of characters",""
"failed","Sun Jul 03 07:50:46 GMT 2022","Sun Jul 03 07:52:06 GMT 2022","80521","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","userProfileAddressChangeTest","Profile: address - change info and verify",""
"passed","Sun Jul 03 07:03:18 GMT 2022","Sun Jul 03 07:04:15 GMT 2022","57154","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00400","Service publish: can not publish service without any payment option",""
"passed","Sun Jul 03 06:54:58 GMT 2022","Sun Jul 03 06:55:48 GMT 2022","50080","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00102","Service publish: user can not select price range with max value: 0",""
"passed","Sun Jul 03 05:49:35 GMT 2022","Sun Jul 03 05:50:45 GMT 2022","69878","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00101","Basic positive service publishing, service location: Client's place",""
"passed","Sun Jul 03 05:52:53 GMT 2022","Sun Jul 03 05:54:07 GMT 2022","73703","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00200","Basic booking online",""
"passed","Sun Jul 03 06:06:19 GMT 2022","Sun Jul 03 06:07:26 GMT 2022","66789","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00601","Add master to favorite from search results",""
"passed","Sun Jul 03 06:55:48 GMT 2022","Sun Jul 03 06:56:28 GMT 2022","39941","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00200","Service publish: element language retention start with English - check titles",""
"passed","Sun Jul 03 06:51:02 GMT 2022","Sun Jul 03 06:52:11 GMT 2022","69575","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00000","Service publish: city is selectable - client's place",""
"passed","Sun Jul 03 07:25:37 GMT 2022","Sun Jul 03 07:26:34 GMT 2022","57481","","tests.regressionTests.ProfessionalProfileTests","","tests.regressionTests.ProfessionalProfileTests","t00000","Professional Profile: delete education",""
"passed","Sun Jul 03 05:44:12 GMT 2022","Sun Jul 03 05:45:00 GMT 2022","47913","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00001","Full Positive User Registration - in order",""
"passed","Sun Jul 03 06:49:15 GMT 2022","Sun Jul 03 06:50:19 GMT 2022","64329","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","publishWithTagsPreviewSearch","Service publish: basic test with tags, preview search",""
"passed","Sun Jul 03 07:16:38 GMT 2022","Sun Jul 03 07:17:57 GMT 2022","78812","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00101","Email should not be case sensitive: register uppercase e-mail and try to log in with lower/upper/mixed case",""
"passed","Sun Jul 03 07:13:14 GMT 2022","Sun Jul 03 07:14:04 GMT 2022","49674","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00000","Language retention after registration",""
"passed","Sun Jul 03 05:31:25 GMT 2022","Sun Jul 03 05:32:34 GMT 2022","69173","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileQualificationChangeTest","Professional profile: qualification - change all the info and verify",""
"passed","Sun Jul 03 05:47:31 GMT 2022","Sun Jul 03 05:48:28 GMT 2022","56577","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00005","Full Positive User Registration - mixed order 3",""
"passed","Sun Jul 03 07:23:53 GMT 2022","Sun Jul 03 07:24:35 GMT 2022","41530","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","registrationTutorProfileLinkWorks","Registration tutor: working profile link",""
"passed","Sun Jul 03 05:41:09 GMT 2022","Sun Jul 03 05:42:16 GMT 2022","66924","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","servicePublishing24hMaster","Service publishing >24h duration, service location: Professional's place",""
"passed","Sun Jul 03 05:42:16 GMT 2022","Sun Jul 03 05:43:19 GMT 2022","63082","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","servicePublishing24hOnline","Service publishing >24h duration, service location: Online",""
"passed","Sun Jul 03 07:34:42 GMT 2022","Sun Jul 03 07:35:42 GMT 2022","59369","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","bookingScheduleWithMidnightTomorrowNoExtraBlock","Booking: next day with 00:00 schedule shouldn't produce an extra time block for a previous day",""
"passed","Sun Jul 03 06:58:55 GMT 2022","Sun Jul 03 07:00:00 GMT 2022","64772","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range CAD currency stays the same",""
"passed","Sun Jul 03 07:33:44 GMT 2022","Sun Jul 03 07:34:42 GMT 2022","58622","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","bookingSchedule12PMNoExtraBlock","Booking: 12 PM schedule shouldn't produce an extra time block",""
"passed","Sun Jul 03 05:38:51 GMT 2022","Sun Jul 03 05:40:00 GMT 2022","68706","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileEducationChangeTest","Professional profile: education - change all the info and verify",""
"passed","Sun Jul 03 06:34:34 GMT 2022","Sun Jul 03 06:35:30 GMT 2022","56098","","tests.scheduleTests.ScheduleTests","","tests.scheduleTests.ScheduleTests","scheduleBackButtonTest","Schedule: back button is working",""
"passed","Sun Jul 03 06:57:12 GMT 2022","Sun Jul 03 06:58:02 GMT 2022","50515","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00202","Service publish: element language retention start with English - check lists",""
"passed","Sun Jul 03 06:40:53 GMT 2022","Sun Jul 03 06:41:28 GMT 2022","35084","","tests.regressionTests.InterfaceTests","","tests.regressionTests.InterfaceTests","languageOrder","Interface: language menu with correct order in French",""
"passed","Sun Jul 03 07:32:40 GMT 2022","Sun Jul 03 07:33:44 GMT 2022","63593","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","bookingCanNotSelectWrongDayViaBackArrows","Booking: time step, can't navigate back in time via arrows",""
"failed","Sun Jul 03 07:56:56 GMT 2022","Sun Jul 03 07:58:00 GMT 2022","63902","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00004","Share order: client without login, client's place order",""
"passed","Sun Jul 03 06:53:20 GMT 2022","Sun Jul 03 06:54:09 GMT 2022","48642","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00100","Service publish: user can not select fixed price with the value: 0",""
"passed","Sun Jul 03 06:41:28 GMT 2022","Sun Jul 03 06:42:03 GMT 2022","34703","","tests.regressionTests.InterfaceTests","","tests.regressionTests.InterfaceTests","languageOrder","Interface: language menu with correct order in Spanish",""
"passed","Sun Jul 03 06:27:00 GMT 2022","Sun Jul 03 06:27:51 GMT 2022","50583","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","userProfileFunctionalityVerification","Profile: functionality verification",""
"passed","Sun Jul 03 05:56:37 GMT 2022","Sun Jul 03 05:58:53 GMT 2022","136688","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00300","Check orders from user side",""
"passed","Sun Jul 03 06:40:18 GMT 2022","Sun Jul 03 06:40:53 GMT 2022","35018","","tests.regressionTests.InterfaceTests","","tests.regressionTests.InterfaceTests","languageOrder","Interface: language menu with correct order in German",""
"passed","Sun Jul 03 07:15:17 GMT 2022","Sun Jul 03 07:16:38 GMT 2022","80983","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00100","Email should not be case sensitive: register lowercase e-mail and try to log in with lower/upper/mixed case",""
"passed","Sun Jul 03 06:29:49 GMT 2022","Sun Jul 03 06:30:33 GMT 2022","43542","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","userProfileInfoVerification","User Registration via API and verify the data",""
"passed","Sun Jul 03 07:45:31 GMT 2022","Sun Jul 03 07:46:51 GMT 2022","79276","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00008","Share order: client without account, professional's place order",""
"passed","Sun Jul 03 07:10:43 GMT 2022","Sun Jul 03 07:11:12 GMT 2022","28875","","tests.regressionTests.FooterTests","","tests.regressionTests.FooterTests","t00000","Footer: '/for-performers' can be opened via footer click",""
"passed","Sun Jul 03 07:19:16 GMT 2022","Sun Jul 03 07:20:37 GMT 2022","80633","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00103","Trying to register account with the same lowercase e-mail, but different formats: lowercase, mixed case, uppercase",""
"passed","Sun Jul 03 07:02:12 GMT 2022","Sun Jul 03 07:03:18 GMT 2022","65778","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range USD currency stays the same",""
"passed","Sun Jul 03 07:11:12 GMT 2022","Sun Jul 03 07:12:08 GMT 2022","55219","","tests.regressionTests.UserProfileTests","","tests.regressionTests.UserProfileTests","profileOldDefaultAddressDeletable","Profile: user can delete default address",""
"passed","Sun Jul 03 06:17:30 GMT 2022","Sun Jul 03 06:18:30 GMT 2022","59623","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","orderButtonBlockedFreshOrderClient","Master can't complete order too early: client's place",""
"passed","Sun Jul 03 07:29:50 GMT 2022","Sun Jul 03 07:30:59 GMT 2022","69140","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","bookingDateToday","Booking: today's date",""
"passed","Sun Jul 03 06:15:41 GMT 2022","Sun Jul 03 06:16:32 GMT 2022","50848","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00804","Search page search: service name",""
"passed","Sun Jul 03 07:08:30 GMT 2022","Sun Jul 03 07:09:31 GMT 2022","61273","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","publishWithTag","Service publish: basic test with 1 tag",""
"failed","Sun Jul 03 07:58:00 GMT 2022","Sun Jul 03 07:58:57 GMT 2022","57169","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00007","Share order: client without account, client's place order",""
"passed","Sun Jul 03 06:56:28 GMT 2022","Sun Jul 03 06:57:12 GMT 2022","43445","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00201","Service publish: element language retention start with Russian - check titles",""
"passed","Sun Jul 03 06:38:36 GMT 2022","Sun Jul 03 06:39:10 GMT 2022","33483","","tests.regressionTests.InterfaceTests","","tests.regressionTests.InterfaceTests","languageFrenchShouldBeFRA","Interface: french language should have FRA signature",""
"passed","Sun Jul 03 05:51:54 GMT 2022","Sun Jul 03 05:52:53 GMT 2022","59205","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00103","Basic positive service publishing with no account, service location: Online",""
"failed","Sun Jul 03 07:49:46 GMT 2022","Sun Jul 03 07:50:45 GMT 2022","58990","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00805","Search page search: speciality",""
"passed","Sun Jul 03 07:05:18 GMT 2022","Sun Jul 03 07:06:19 GMT 2022","61646","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","publishWithNoTagsPreviewSearch","Service publish: basic test with no tags, preview search",""
"passed","Sun Jul 03 06:54:09 GMT 2022","Sun Jul 03 06:54:58 GMT 2022","49650","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00101","Service publish: user can not select price range with min value: 0",""
"passed","Sun Jul 03 06:12:58 GMT 2022","Sun Jul 03 06:13:47 GMT 2022","49485","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00801","Main page search: service name",""
"passed","Sun Jul 03 06:46:44 GMT 2022","Sun Jul 03 06:48:04 GMT 2022","80785","","tests.regressionTests.ScheduleTests","","tests.regressionTests.ScheduleTests","scheduleTimeCanBeSelectedWithPicker","Schedule: picker time selection is working",""
"passed","Sun Jul 03 05:33:37 GMT 2022","Sun Jul 03 05:36:37 GMT 2022","179955","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileFullTest","Professional profile: full test",""
"failed","Sun Jul 03 07:55:31 GMT 2022","Sun Jul 03 07:56:56 GMT 2022","84957","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00001","Share order: client logged in, client's place order",""
"passed","Sun Jul 03 06:31:26 GMT 2022","Sun Jul 03 06:32:29 GMT 2022","63702","","tests.scheduleTests.ScheduleTests","","tests.scheduleTests.ScheduleTests","scheduleCheckBoxTest","Schedule: check box is working",""
"passed","Sun Jul 03 05:29:46 GMT 2022","Sun Jul 03 05:31:24 GMT 2022","97978","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileInfoChangeTest","Professional profile: main - change all the info and verify",""
"passed","Sun Jul 03 05:36:37 GMT 2022","Sun Jul 03 05:37:50 GMT 2022","73046","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileCertificateChangeTest","Professional profile: certificates - change all the info and verify",""
"passed","Sun Jul 03 05:58:53 GMT 2022","Sun Jul 03 05:59:55 GMT 2022","61920","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00304","Client side order cancel",""
