"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Mar 31 06:45:45 GMT 2022","Thu Mar 31 06:46:13 GMT 2022","28265","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","orderButtonBlockedFreshOrderOnline","Master can't complete order too early: online",""
"passed","Thu Mar 31 06:06:02 GMT 2022","Thu Mar 31 06:06:41 GMT 2022","38624","","tests.regressionTests.UserProfileTests","","tests.regressionTests.UserProfileTests","profileLanguageCheckboxesShown","Profile: language checkboxes are always present",""
"passed","Thu Mar 31 06:35:54 GMT 2022","Thu Mar 31 06:36:27 GMT 2022","33663","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00400","Post and check review with 10 words",""
"passed","Thu Mar 31 06:42:54 GMT 2022","Thu Mar 31 06:43:15 GMT 2022","20794","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00803","Search page search: professional name",""
"passed","Thu Mar 31 06:05:33 GMT 2022","Thu Mar 31 06:06:02 GMT 2022","29124","","tests.regressionTests.UserProfileTests","","tests.regressionTests.UserProfileTests","profileOldDefaultAddressDeletable","Profile: user can delete default address",""
"passed","Thu Mar 31 06:10:14 GMT 2022","Thu Mar 31 06:11:13 GMT 2022","58594","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00103","Trying to register account with the same lowercase e-mail, but different formats: lowercase, mixed case, uppercase",""
"failed","Thu Mar 31 05:56:41 GMT 2022","Thu Mar 31 05:57:23 GMT 2022","41999","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","t00005","Profile: about - change info and verify",""
"passed","Thu Mar 31 06:46:13 GMT 2022","Thu Mar 31 06:46:55 GMT 2022","41999","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","booking24hClient","Booking a service with >24h duration - client's place",""
"passed","Thu Mar 31 06:26:23 GMT 2022","Thu Mar 31 06:26:54 GMT 2022","30935","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00000","Basic Positive User Registration",""
"passed","Thu Mar 31 06:17:05 GMT 2022","Thu Mar 31 06:17:45 GMT 2022","40386","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00001","Service publish: city is selectable - professional's place",""
"passed","Thu Mar 31 06:22:20 GMT 2022","Thu Mar 31 06:22:58 GMT 2022","37201","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range USD currency stays the same",""
"passed","Thu Mar 31 06:30:35 GMT 2022","Thu Mar 31 06:31:17 GMT 2022","42326","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00102","Basic positive service publishing, service location: Professional's place",""
"passed","Thu Mar 31 06:19:09 GMT 2022","Thu Mar 31 06:19:30 GMT 2022","21073","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00201","Service publish: element language retention start with Russian - check titles",""
"passed","Thu Mar 31 06:07:07 GMT 2022","Thu Mar 31 06:07:14 GMT 2022","7551","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00001","Phone number should not be autofilled if user's location unknown",""
"passed","Thu Mar 31 06:13:21 GMT 2022","Thu Mar 31 06:13:50 GMT 2022","28806","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","trimEmail","Email will be automatically trimmed",""
"passed","Thu Mar 31 06:27:54 GMT 2022","Thu Mar 31 06:28:20 GMT 2022","25088","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00003","Full Positive User Registration - mixed order 1",""
"passed","Thu Mar 31 06:13:50 GMT 2022","Thu Mar 31 06:14:20 GMT 2022","29921","","tests.regressionTests.ProfessionalProfileTests","","tests.regressionTests.ProfessionalProfileTests","t00000","Professional Profile: delete education",""
"passed","Thu Mar 31 06:43:58 GMT 2022","Thu Mar 31 06:44:27 GMT 2022","29269","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","orderButtonBlockedFreshOrderClient","Master can't complete order too early: client's place",""
"passed","Thu Mar 31 05:58:10 GMT 2022","Thu Mar 31 05:58:35 GMT 2022","25090","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","userProfileMainChangeTest","Profile: main - change all the info and verify",""
"passed","Thu Mar 31 06:36:27 GMT 2022","Thu Mar 31 06:37:05 GMT 2022","37542","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00401","Post and check review with a lot of characters",""
"passed","Thu Mar 31 06:46:55 GMT 2022","Thu Mar 31 06:47:38 GMT 2022","42541","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","booking24hMaster","Booking a service with >24h duration - professional's place",""
"passed","Thu Mar 31 06:51:32 GMT 2022","Thu Mar 31 06:52:16 GMT 2022","44540","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00000","Share order: client logged in, online order",""
"passed","Thu Mar 31 06:39:50 GMT 2022","Thu Mar 31 06:40:23 GMT 2022","33609","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00603","Add master to favorite from the service info",""
"passed","Thu Mar 31 06:00:53 GMT 2022","Thu Mar 31 06:01:35 GMT 2022","42454","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","bookingServiceForAnother","Booking: a service for another person",""
"passed","Thu Mar 31 06:37:42 GMT 2022","Thu Mar 31 06:38:16 GMT 2022","34653","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00403","Review answer",""
