"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Mar 30 04:31:16 GMT 2022","Wed Mar 30 04:31:56 GMT 2022","39579","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileInfoVerification","Professional profile: info verification",""
"failed","Wed Mar 30 04:31:56 GMT 2022","Wed Mar 30 04:33:32 GMT 2022","96029","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileFullTest","Professional profile: full test",""
"passed","Wed Mar 30 04:36:39 GMT 2022","Wed Mar 30 04:37:06 GMT 2022","26921","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","userProfileFunctionalityVerification","Profile: functionality verification",""
"passed","Wed Mar 30 04:37:51 GMT 2022","Wed Mar 30 04:38:25 GMT 2022","33555","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","userProfileContactsChangeTest","Profile: contacts - change info, add new and verify",""
"passed","Wed Mar 30 04:30:27 GMT 2022","Wed Mar 30 04:31:16 GMT 2022","49080","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileQualificationChangeTest","Professional profile: qualification - change all the info and verify",""
"passed","Wed Mar 30 04:33:32 GMT 2022","Wed Mar 30 04:34:24 GMT 2022","52297","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileCertificateChangeTest","Professional profile: certificates - change all the info and verify",""
"failed","Wed Mar 30 04:29:08 GMT 2022","Wed Mar 30 04:30:27 GMT 2022","78351","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileInfoChangeTest","Professional profile: main - change all the info and verify",""
"failed","Wed Mar 30 04:34:24 GMT 2022","Wed Mar 30 04:35:08 GMT 2022","43928","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileFunctionalityVerification","Professional profile: functionality verification",""
"passed","Wed Mar 30 04:38:25 GMT 2022","Wed Mar 30 04:38:46 GMT 2022","21108","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","userProfileInfoVerification","User Registration via API and verify the data",""
"passed","Wed Mar 30 04:35:08 GMT 2022","Wed Mar 30 04:35:55 GMT 2022","47117","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileEducationChangeTest","Professional profile: education - change all the info and verify",""
"failed","Wed Mar 30 04:35:56 GMT 2022","Wed Mar 30 04:36:39 GMT 2022","43584","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","userProfileAddressChangeTest","Profile: address - change info and verify",""
"failed","Wed Mar 30 04:37:06 GMT 2022","Wed Mar 30 04:37:51 GMT 2022","45053","","tests.userProfile.UserProfileSmokeTests","","tests.userProfile.UserProfileSmokeTests","t00005","Profile: about - change info and verify",""
