"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Mon Apr 04 01:45:25 GMT 2022","Mon Apr 04 01:46:00 GMT 2022","34933","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00004","Share order: client without login, client's place order",""
"passed","Mon Apr 04 01:38:51 GMT 2022","Mon Apr 04 01:39:11 GMT 2022","20883","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00803","Search page search: professional name",""
"passed","Mon Apr 04 00:46:22 GMT 2022","Mon Apr 04 00:47:07 GMT 2022","45427","","tests.professionalProfile.ProfessionalProfileSmokeTests","","tests.professionalProfile.ProfessionalProfileSmokeTests","masterProfileCertificateChangeTest","Professional profile: certificates - change all the info and verify",""
"passed","Mon Apr 04 01:04:01 GMT 2022","Mon Apr 04 01:04:29 GMT 2022","27960","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00400","Service publish: can not publish service without any payment option",""
"failed","Mon Apr 04 01:46:00 GMT 2022","Mon Apr 04 01:46:30 GMT 2022","29958","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00007","Share order: client without account, client's place order",""
"passed","Mon Apr 04 01:35:52 GMT 2022","Mon Apr 04 01:36:26 GMT 2022","33640","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00603","Add master to favorite from the service info",""
"passed","Mon Apr 04 01:07:45 GMT 2022","Mon Apr 04 01:08:16 GMT 2022","31630","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","bookingScheduleWithMidnightTomorrowNoExtraBlock","Booking: next day with 00:00 schedule shouldn't produce an extra time block for a previous day",""
"passed","Mon Apr 04 00:53:10 GMT 2022","Mon Apr 04 00:53:40 GMT 2022","29733","","tests.regressionTests.UserProfileTests","","tests.regressionTests.UserProfileTests","profileOldDefaultAddressDeletable","Profile: user can delete default address",""
"passed","Mon Apr 04 01:23:15 GMT 2022","Mon Apr 04 01:23:48 GMT 2022","33526","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00002","Full Positive User Registration - reverse order",""
"passed","Mon Apr 04 01:37:50 GMT 2022","Mon Apr 04 01:38:10 GMT 2022","19895","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00800","Main page search: professional name",""
"passed","Mon Apr 04 00:51:03 GMT 2022","Mon Apr 04 00:51:36 GMT 2022","32927","","tests.scheduleTests.ScheduleTests","","tests.scheduleTests.ScheduleTests","scheduleAddButtonTest","Schedule: add button is working",""
"passed","Mon Apr 04 01:33:42 GMT 2022","Mon Apr 04 01:34:17 GMT 2022","34234","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00403","Review answer",""
"passed","Mon Apr 04 01:07:13 GMT 2022","Mon Apr 04 01:07:45 GMT 2022","31812","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","bookingSchedule12PMNoExtraBlock","Booking: 12 PM schedule shouldn't produce an extra time block",""
"passed","Mon Apr 04 01:27:11 GMT 2022","Mon Apr 04 01:27:47 GMT 2022","35249","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00103","Basic positive service publishing with no account, service location: Online",""
"passed","Mon Apr 04 01:20:25 GMT 2022","Mon Apr 04 01:21:04 GMT 2022","39155","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","servicePublishing24hClient","Service publishing >24h duration, service location: Client's place",""
