"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Feb 01 18:21:11 GMT 2022","Tue Feb 01 18:21:42 GMT 2022","31232","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00001","Full Positive User Registration - reverse order",""
"failed","Tue Feb 01 18:29:57 GMT 2022","Tue Feb 01 18:30:23 GMT 2022","25524","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00400","Post and check review with 10 words",""
"failed","Tue Feb 01 18:33:55 GMT 2022","Tue Feb 01 18:34:33 GMT 2022","38668","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00701","Basic booking: guest",""
"passed","Tue Feb 01 18:26:42 GMT 2022","Tue Feb 01 18:27:09 GMT 2022","26799","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00201","Basic booking client's place",""
"passed","Tue Feb 01 18:33:00 GMT 2022","Tue Feb 01 18:33:18 GMT 2022","18025","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00603","Add master to favorite from the service info",""
"failed","Tue Feb 01 18:36:31 GMT 2022","Tue Feb 01 18:37:00 GMT 2022","29317","","tests.professionalProfile.ProfessionalProfileTests","","tests.professionalProfile.ProfessionalProfileTests","t00002","Professional profile: functionality verification",""
"failed","Tue Feb 01 18:41:07 GMT 2022","Tue Feb 01 18:41:19 GMT 2022","12258","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00200","Service publish: element language retention start with English - check titles",""
"passed","Tue Feb 01 18:27:09 GMT 2022","Tue Feb 01 18:27:36 GMT 2022","27417","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00202","Basic booking master's place",""
"passed","Tue Feb 01 18:31:33 GMT 2022","Tue Feb 01 18:31:48 GMT 2022","15037","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00500","Conversation test: step 1 out of 3",""
"broken","Tue Feb 01 18:53:37 GMT 2022","Tue Feb 01 18:53:38 GMT 2022","941","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00008","Share order: client without account, professional's place order",""
"failed","Tue Feb 01 18:46:53 GMT 2022","Tue Feb 01 18:47:05 GMT 2022","12318","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00000","Language retention after registration",""
"failed","Tue Feb 01 18:42:29 GMT 2022","Tue Feb 01 18:42:45 GMT 2022","16259","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range RUB currency stays the same",""
"broken","Tue Feb 01 18:53:38 GMT 2022","Tue Feb 01 18:53:39 GMT 2022","931","","tests.userProfile.UserProfileTests","","tests.userProfile.UserProfileTests","t00000","Full Positive User Registration for User Profile test",""
"passed","Tue Feb 01 18:22:32 GMT 2022","Tue Feb 01 18:22:52 GMT 2022","20126","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00004","Full Positive User Registration - mixed order 2",""
"broken","Tue Feb 01 18:53:35 GMT 2022","Tue Feb 01 18:53:36 GMT 2022","884","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00006","Share order: client without account, online order",""
"broken","Tue Feb 01 18:53:41 GMT 2022","Tue Feb 01 18:53:42 GMT 2022","1556","","tests.userProfile.UserProfileTests","","tests.userProfile.UserProfileTests","t00002","Profile: main - change all the info and verify",""
"failed","Tue Feb 01 18:45:50 GMT 2022","Tue Feb 01 18:46:11 GMT 2022","20492","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","t00100","Booking: time step, can't navigate back in time via arrows",""
"passed","Tue Feb 01 18:28:28 GMT 2022","Tue Feb 01 18:28:41 GMT 2022","12772","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00300","Check orders from user side",""
"passed","Tue Feb 01 18:35:14 GMT 2022","Tue Feb 01 18:35:26 GMT 2022","11536","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00804","Search page search: service name",""
"failed","Tue Feb 01 18:50:15 GMT 2022","Tue Feb 01 18:50:59 GMT 2022","44263","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00103","Trying to register account with the same lowercase e-mail, but different formats: lowercase, mixed case, uppercase",""
"passed","Tue Feb 01 18:22:06 GMT 2022","Tue Feb 01 18:22:32 GMT 2022","26175","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00003","Basic Positive User Registration",""
"passed","Tue Feb 01 18:29:17 GMT 2022","Tue Feb 01 18:29:32 GMT 2022","15410","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00304","Client side order cancel",""
"passed","Tue Feb 01 18:27:36 GMT 2022","Tue Feb 01 18:28:03 GMT 2022","26282","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00203","Basic booking online (2)",""
"passed","Tue Feb 01 18:39:19 GMT 2022","Tue Feb 01 18:40:01 GMT 2022","41915","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00000","Service publish: city is selectable - client's place",""
"failed","Tue Feb 01 18:52:47 GMT 2022","Tue Feb 01 18:53:09 GMT 2022","22163","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00003","Share order: client without login, online order",""
"failed","Tue Feb 01 18:51:37 GMT 2022","Tue Feb 01 18:52:00 GMT 2022","23266","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00000","Share order: client logged in, online order",""
"failed","Tue Feb 01 18:47:05 GMT 2022","Tue Feb 01 18:47:17 GMT 2022","12322","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00001","Phone number should not be autofilled if user's location unknown",""
"failed","Tue Feb 01 18:44:38 GMT 2022","Tue Feb 01 18:45:24 GMT 2022","46815","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","t00001","Booking: your own service for another person",""
"passed","Tue Feb 01 18:43:05 GMT 2022","Tue Feb 01 18:43:30 GMT 2022","24797","","tests.regressionTests.SearchTests","","tests.regressionTests.SearchTests","t00000","'Best works' will not show if professional doesn't have any",""
"passed","Tue Feb 01 18:37:33 GMT 2022","Tue Feb 01 18:38:05 GMT 2022","31823","","tests.professionalProfile.ProfessionalProfileTests","","tests.professionalProfile.ProfessionalProfileTests","t00007","Professional profile: education - change all the info and verify",""
"failed","Tue Feb 01 18:51:24 GMT 2022","Tue Feb 01 18:51:36 GMT 2022","12487","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00200","Country code and phone number inputs should be visible and interactable, after pup-up got canceled",""
"failed","Tue Feb 01 18:46:11 GMT 2022","Tue Feb 01 18:46:32 GMT 2022","20393","","tests.regressionTests.ProfessionalProfileTests","","tests.regressionTests.ProfessionalProfileTests","t00000","Professional Profile: delete education",""
"failed","Tue Feb 01 18:33:18 GMT 2022","Tue Feb 01 18:33:55 GMT 2022","36454","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00700","Basic booking from the main page: guest",""
"failed","Tue Feb 01 18:40:17 GMT 2022","Tue Feb 01 18:40:34 GMT 2022","16624","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00100","Service publish: user can not select fixed price with the value: 0",""
"passed","Tue Feb 01 18:34:43 GMT 2022","Tue Feb 01 18:34:54 GMT 2022","10724","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00801","Main page search: service name",""
"broken","Tue Feb 01 18:53:36 GMT 2022","Tue Feb 01 18:53:37 GMT 2022","904","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00007","Share order: client without account, client's place order",""
"passed","Tue Feb 01 18:32:13 GMT 2022","Tue Feb 01 18:32:26 GMT 2022","12391","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00600","Remove master from favorites",""
"failed","Tue Feb 01 18:47:17 GMT 2022","Tue Feb 01 18:47:34 GMT 2022","16848","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00002","Phone number should be autofilled if user's location known",""
"failed","Tue Feb 01 18:42:12 GMT 2022","Tue Feb 01 18:42:29 GMT 2022","16624","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range EUR currency stays the same",""
"failed","Tue Feb 01 18:53:09 GMT 2022","Tue Feb 01 18:53:32 GMT 2022","22680","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00004","Share order: client without login, client's place order",""
"failed","Tue Feb 01 18:52:24 GMT 2022","Tue Feb 01 18:52:47 GMT 2022","23178","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00002","Share order: client logged in, professional's place order",""
"passed","Tue Feb 01 18:23:17 GMT 2022","Tue Feb 01 18:23:50 GMT 2022","32175","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00100","Basic positive service publishing, service location: Online",""
"failed","Tue Feb 01 18:31:11 GMT 2022","Tue Feb 01 18:31:33 GMT 2022","22565","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00403","Review answer",""
"passed","Tue Feb 01 18:20:42 GMT 2022","Tue Feb 01 18:21:11 GMT 2022","28868","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00000","Full Positive User Registration - in order",""
"failed","Tue Feb 01 18:29:32 GMT 2022","Tue Feb 01 18:29:57 GMT 2022","24710","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00305","Master side order cancel",""
"failed","Tue Feb 01 18:45:24 GMT 2022","Tue Feb 01 18:45:50 GMT 2022","25627","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","t00002","Booking: a service for another person",""
"broken","Tue Feb 01 18:43:02 GMT 2022","Tue Feb 01 18:43:02 GMT 2022","856","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00400","Service publish: can not publish service without any payment option",""
"failed","Tue Feb 01 18:41:56 GMT 2022","Tue Feb 01 18:42:12 GMT 2022","16620","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range CAD currency stays the same",""
"passed","Tue Feb 01 18:34:54 GMT 2022","Tue Feb 01 18:35:04 GMT 2022","10399","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00802","Main page search: speciality",""
"failed","Tue Feb 01 18:40:50 GMT 2022","Tue Feb 01 18:41:07 GMT 2022","16319","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00102","Service publish: user can not select price range with max value: 0",""
"broken","Tue Feb 01 18:37:00 GMT 2022","Tue Feb 01 18:37:01 GMT 2022","918","","tests.professionalProfile.ProfessionalProfileTests","","tests.professionalProfile.ProfessionalProfileTests","t00004","Professional profile: main - change all the info and verify",""
"passed","Tue Feb 01 18:29:05 GMT 2022","Tue Feb 01 18:29:17 GMT 2022","11932","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00303","Master completes order: master's place",""
"failed","Tue Feb 01 18:40:01 GMT 2022","Tue Feb 01 18:40:17 GMT 2022","16198","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00001","Service publish: city is selectable - professional's place",""
"passed","Tue Feb 01 18:23:50 GMT 2022","Tue Feb 01 18:24:27 GMT 2022","37205","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00101","Basic positive service publishing, service location: Client's place",""
"failed","Tue Feb 01 18:51:11 GMT 2022","Tue Feb 01 18:51:24 GMT 2022","12246","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00105","Trying to register account with the same uppercase e-mail, but different formats: lowercase, mixed case, uppercase",""
"failed","Tue Feb 01 18:38:47 GMT 2022","Tue Feb 01 18:39:12 GMT 2022","24472","","tests.professionalProfile.ProfessionalProfileTests","","tests.professionalProfile.ProfessionalProfileTests","t00100","Professional profile: full test",""
"broken","Tue Feb 01 18:43:03 GMT 2022","Tue Feb 01 18:43:04 GMT 2022","859","","tests.regressionTests.UserProfileTests","","tests.regressionTests.UserProfileTests","t00000","Profile: delete address that was default",""
"passed","Tue Feb 01 18:35:04 GMT 2022","Tue Feb 01 18:35:14 GMT 2022","10319","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00803","Search page search: professional name",""
"failed","Tue Feb 01 18:41:43 GMT 2022","Tue Feb 01 18:41:56 GMT 2022","12253","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00203","Service publish: element language retention start with Russian - check lists",""
"passed","Tue Feb 01 18:32:26 GMT 2022","Tue Feb 01 18:32:42 GMT 2022","16802","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00601","Add master to favorite from search results",""
"passed","Tue Feb 01 18:26:16 GMT 2022","Tue Feb 01 18:26:42 GMT 2022","26368","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00200","Basic booking online",""
"failed","Tue Feb 01 18:30:23 GMT 2022","Tue Feb 01 18:30:52 GMT 2022","29608","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00401","Post and check review with a lot of characters",""
"passed","Tue Feb 01 18:31:48 GMT 2022","Tue Feb 01 18:32:01 GMT 2022","13121","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00501","Conversation test: step 2 out of 3",""
"failed","Tue Feb 01 18:35:53 GMT 2022","Tue Feb 01 18:36:31 GMT 2022","37682","","tests.professionalProfile.ProfessionalProfileTests","","tests.professionalProfile.ProfessionalProfileTests","t00001","Professional profile: info verification",""
"broken","Tue Feb 01 18:53:39 GMT 2022","Tue Feb 01 18:53:41 GMT 2022","1588","","tests.userProfile.UserProfileTests","","tests.userProfile.UserProfileTests","t00001","Profile: functionality verification",""
"failed","Tue Feb 01 18:38:05 GMT 2022","Tue Feb 01 18:38:47 GMT 2022","42550","","tests.professionalProfile.ProfessionalProfileTests","","tests.professionalProfile.ProfessionalProfileTests","t00008","Professional profile: certificates - change all the info and verify",""
"failed","Tue Feb 01 18:41:19 GMT 2022","Tue Feb 01 18:41:31 GMT 2022","12204","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00201","Service publish: element language retention start with Russian - check titles",""
"passed","Tue Feb 01 18:22:52 GMT 2022","Tue Feb 01 18:23:17 GMT 2022","25443","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00005","Full Positive User Registration - mixed order 3",""
"broken","Tue Feb 01 18:53:42 GMT 2022","Tue Feb 01 18:53:44 GMT 2022","1536","","tests.userProfile.UserProfileTests","","tests.userProfile.UserProfileTests","t00003","Profile: contacts - change info, add new and verify",""
"passed","Tue Feb 01 18:44:03 GMT 2022","Tue Feb 01 18:44:38 GMT 2022","34961","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","t00000","Booking: today's date",""
"passed","Tue Feb 01 18:34:33 GMT 2022","Tue Feb 01 18:34:43 GMT 2022","9595","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00800","Main page search: professional name",""
