"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Feb 02 05:26:07 GMT 2022","Wed Feb 02 05:26:54 GMT 2022","46965","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00103","Basic positive service publishing with no account, service location: Online",""
"failed","Wed Feb 02 05:56:12 GMT 2022","Wed Feb 02 05:56:44 GMT 2022","31540","","tests.regressionTests.ProfessionalProfileTests","","tests.regressionTests.ProfessionalProfileTests","t00000","Professional Profile: delete education",""
"passed","Wed Feb 02 05:50:22 GMT 2022","Wed Feb 02 05:51:05 GMT 2022","43449","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range USD currency stays the same",""
"passed","Wed Feb 02 05:48:56 GMT 2022","Wed Feb 02 05:49:39 GMT 2022","43247","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range EUR currency stays the same",""
"passed","Wed Feb 02 05:32:15 GMT 2022","Wed Feb 02 05:32:40 GMT 2022","24857","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00401","Post and check review with a lot of characters",""
"failed","Wed Feb 02 05:47:50 GMT 2022","Wed Feb 02 05:48:13 GMT 2022","22787","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00203","Service publish: element language retention start with Russian - check lists",""
"passed","Wed Feb 02 06:06:51 GMT 2022","Wed Feb 02 06:07:44 GMT 2022","53044","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00003","Share order: client without login, online order",""
"passed","Wed Feb 02 05:37:16 GMT 2022","Wed Feb 02 05:37:28 GMT 2022","12878","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00802","Main page search: speciality",""
"failed","Wed Feb 02 05:38:30 GMT 2022","Wed Feb 02 05:39:07 GMT 2022","37208","","tests.professionalProfile.ProfessionalProfileTests","","tests.professionalProfile.ProfessionalProfileTests","t00001","Professional profile: info verification",""
"failed","Wed Feb 02 05:36:08 GMT 2022","Wed Feb 02 05:36:51 GMT 2022","42717","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00701","Basic booking: guest",""
"passed","Wed Feb 02 06:10:52 GMT 2022","Wed Feb 02 06:11:51 GMT 2022","59030","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00008","Share order: client without account, professional's place order",""
"failed","Wed Feb 02 05:41:44 GMT 2022","Wed Feb 02 05:42:30 GMT 2022","46000","","tests.professionalProfile.ProfessionalProfileTests","","tests.professionalProfile.ProfessionalProfileTests","t00008","Professional profile: certificates - change all the info and verify",""
"failed","Wed Feb 02 06:14:00 GMT 2022","Wed Feb 02 06:14:44 GMT 2022","43684","","tests.userProfile.UserProfileTests","","tests.userProfile.UserProfileTests","t00005","Profile: about - change info and verify",""
"passed","Wed Feb 02 05:54:44 GMT 2022","Wed Feb 02 05:55:32 GMT 2022","48305","","tests.regressionTests.BookingTests","","tests.regressionTests.BookingTests","t00002","Booking: a service for another person",""
"passed","Wed Feb 02 05:45:21 GMT 2022","Wed Feb 02 05:45:47 GMT 2022","26295","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00100","Service publish: user can not select fixed price with the value: 0",""
