"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Apr 09 19:14:16 GMT 2022","Sat Apr 09 19:14:43 GMT 2022","26661","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00202","Service publish: element language retention start with English - check lists",""
"passed","Sat Apr 09 19:01:05 GMT 2022","Sat Apr 09 19:01:32 GMT 2022","27288","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","trimEmail","Email will be automatically trimmed",""
"failed","Sat Apr 09 18:25:56 GMT 2022","Sat Apr 09 18:26:38 GMT 2022","41711","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00202","Basic booking master's place",""
"failed","Sat Apr 09 18:56:57 GMT 2022","Sat Apr 09 18:57:30 GMT 2022","33157","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00101","Email should not be case sensitive: register uppercase e-mail and try to log in with lower/upper/mixed case",""
"failed","Sat Apr 09 18:31:44 GMT 2022","Sat Apr 09 18:32:21 GMT 2022","36983","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00601","Add master to favorite from search results",""
"failed","Sat Apr 09 18:51:45 GMT 2022","Sat Apr 09 18:52:14 GMT 2022","29258","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00006","Share order: client without account, online order",""
"passed","Sat Apr 09 18:35:34 GMT 2022","Sat Apr 09 18:35:55 GMT 2022","21004","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","t00801","Main page search: service name",""
"failed","Sat Apr 09 18:57:30 GMT 2022","Sat Apr 09 18:58:04 GMT 2022","33393","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00102","Email should not be case sensitive: register mixed case e-mail and try to log in with lower/upper/mixed case",""
"failed","Sat Apr 09 18:50:43 GMT 2022","Sat Apr 09 18:51:14 GMT 2022","31057","","tests.ordersTests.OrderShareTests","","tests.ordersTests.OrderShareTests","t00004","Share order: client without login, client's place order",""
"failed","Sat Apr 09 18:39:20 GMT 2022","Sat Apr 09 18:39:56 GMT 2022","35615","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","orderButtonBlockedFreshOrderOnline","Master can't complete order too early: online",""
"failed","Sat Apr 09 18:40:44 GMT 2022","Sat Apr 09 18:41:24 GMT 2022","39641","","tests.smokeTests.PositiveTests","","tests.smokeTests.PositiveTests","booking24hMaster","Booking a service with >24h duration - professional's place",""
"passed","Sat Apr 09 18:56:05 GMT 2022","Sat Apr 09 18:56:24 GMT 2022","18969","","tests.regressionTests.RegistrationTests","","tests.regressionTests.RegistrationTests","t00002","Phone number should be autofilled if user's location known",""
"passed","Sat Apr 09 19:15:14 GMT 2022","Sat Apr 09 19:15:48 GMT 2022","34441","","tests.regressionTests.ServicePublicationTests","","tests.regressionTests.ServicePublicationTests","t00300","Service publish: verify that with price range CAD currency stays the same",""
